modelo,tipo,ticker,experimento,lookback,test_f1_macro,test_f1_buy,test_f1_sell,test_f1_hold,test_f1_buy_sell_avg,test_signal_buy,test_signal_hold,test_signal_sell,cumul_return_test,return_vs_bh_test,sharpe_test,max_drawdown_test,win_rate_test,profit_factor_test
CNN,por_ticker,TSLA,C,20.0,0.1461,0.4384,0.0,0.0,0.2192,100.0,0.0,0.0,0.1844,0.0,0.2931,-0.4343,0.5132,1.0516
CNN,por_ticker,AMZN,C,20.0,0.2822,0.2752,0.0,0.5714,0.1376,19.7,80.3,0.0,0.0105,0.0311,0.0502,-0.1866,0.4667,1.0203
CNN,por_ticker,MSFT,C,20.0,0.2858,0.2857,0.0488,0.5228,0.1672,31.1,62.3,6.6,0.0073,-0.1877,0.043,-0.148,0.4651,1.0138
CNN,por_ticker,GOOGL,C,20.0,0.3203,0.3415,0.0,0.6194,0.1707,23.7,76.3,0.0,-0.0415,-0.6073,-0.227,-0.1668,0.5,0.927
CNN,por_ticker,META,C,20.0,0.2967,0.1111,0.3548,0.4242,0.233,3.9,47.4,48.7,0.0237,0.0659,0.0782,-0.3512,0.4833,1.0209
CNN,global,GLOBAL,C,20.0,0.3727,0.3229,0.2884,0.5069,0.3056,32.1,43.6,24.3,-0.5037,-3.5258,-0.3174,-0.6664,0.4944,0.9241
CNN-LSTM,por_ticker,AAPL,C,20.0,0.3067,0.3392,0.0519,0.5288,0.1956,49.1,46.9,3.9,-0.1801,-0.3832,-0.7571,-0.3328,0.4876,0.8127
CNN-LSTM,por_ticker,NVDA,C,20.0,0.3388,0.0597,0.4103,0.5464,0.235,2.6,34.6,62.7,-0.1324,-0.7404,-0.3718,-0.3646,0.4832,0.9236
CNN-LSTM,por_ticker,TSLA,C,20.0,0.3825,0.3212,0.3571,0.4693,0.3392,32.0,34.6,33.3,0.8324,0.648,1.1828,-0.2611,0.5235,1.2885
CNN-LSTM,por_ticker,AMZN,C,20.0,0.3778,0.3758,0.2857,0.4718,0.3308,37.3,46.1,16.7,0.3985,0.4191,1.3245,-0.1704,0.5041,1.3781
CNN-LSTM,por_ticker,MSFT,C,20.0,0.3799,0.3248,0.3053,0.5096,0.3151,24.1,47.8,28.1,0.1062,-0.0888,0.5492,-0.1224,0.479,1.1539
CNN-LSTM,por_ticker,GOOGL,C,20.0,0.3434,0.0789,0.3851,0.5662,0.232,3.1,54.8,42.1,-0.0599,-0.6257,-0.2863,-0.3157,0.4466,0.9327
CNN-LSTM,por_ticker,META,C,20.0,0.3605,0.16,0.3977,0.5238,0.2788,5.3,52.6,42.1,0.146,0.1882,0.4594,-0.265,0.5,1.1332
CNN-LSTM,global,GLOBAL,C,20.0,0.3366,0.0923,0.4215,0.496,0.2569,4.9,42.5,52.6,-0.0362,-3.0583,-0.0164,-0.5058,0.4793,0.9959
LSTM,por_ticker,AAPL,C,60.0,0.1833,0.3814,0.1471,0.0215,0.2642,90.4,2.7,6.9,0.2726,0.0449,0.9842,-0.2299,0.5519,1.2383
LSTM,por_ticker,NVDA,C,60.0,0.1445,0.0,0.3426,0.0909,0.1713,0.0,6.9,93.1,-0.4304,-1.1333,-1.832,-0.5583,0.44,0.7076
LSTM,por_ticker,TSLA,C,60.0,0.1423,0.4268,0.0,0.0,0.2134,100.0,0.0,0.0,0.6927,0.0,1.1823,-0.2155,0.5372,1.2284
LSTM,por_ticker,AMZN,C,60.0,0.3195,0.4,0.3363,0.2222,0.3681,54.3,14.9,30.9,0.3109,0.1008,1.0838,-0.1577,0.5188,1.2448
LSTM,por_ticker,MSFT,C,60.0,0.3318,0.1017,0.3465,0.5474,0.2241,2.7,56.9,40.4,-0.0963,-0.3787,-0.6833,-0.2374,0.4691,0.8125
LSTM,por_ticker,GOOGL,C,60.0,0.2037,0.2697,0.3415,0.0,0.3056,16.5,0.0,83.5,-0.3679,-1.3716,-1.9325,-0.4667,0.4309,0.7125
LSTM,por_ticker,META,C,60.0,0.3099,0.2947,0.3827,0.2521,0.3387,23.9,21.3,54.8,-0.0045,-0.1435,-0.0162,-0.3111,0.5,0.9963
LSTM,global,GLOBAL,C,60.0,0.3517,0.3397,0.2826,0.4329,0.3112,28.0,36.5,35.5,0.8742,-10.6577,0.3431,-0.548,0.4856,1.0851
CNN,por_ticker,AAPL,C,60.0,0.1587,0.3628,0.0,0.1132,0.1814,90.4,9.6,0.0,0.097,-0.1307,0.3921,-0.2299,0.5471,1.0933
CNN,por_ticker,NVDA,C,60.0,0.274,0.1017,0.3568,0.3636,0.2292,4.8,18.6,76.6,-0.3648,-1.0677,-1.5033,-0.5073,0.4314,0.7421
CNN,por_ticker,TSLA,C,60.0,0.3144,0.3433,0.2364,0.3636,0.2898,44.1,21.3,34.6,-0.1199,-0.8126,-0.3062,-0.396,0.4932,0.9417
CNN,por_ticker,AMZN,C,60.0,0.1466,0.4398,0.0,0.0,0.2199,100.0,0.0,0.0,0.21,0.0,0.7123,-0.1464,0.5479,1.1432
CNN,por_ticker,MSFT,C,60.0,0.2817,0.2278,0.321,0.2963,0.2744,13.3,27.7,59.0,-0.127,-0.4093,-0.8489,-0.1978,0.4559,0.8171
CNN,por_ticker,GOOGL,C,60.0,0.3361,0.4029,0.0909,0.5146,0.2469,43.1,47.3,9.6,0.1024,-0.9013,0.5492,-0.1051,0.4949,1.1393
CNN,por_ticker,META,C,60.0,0.2725,0.0,0.4615,0.3559,0.2308,0.0,20.7,79.3,-0.1384,-0.2774,-0.5282,-0.3762,0.5034,0.8889
CNN,global,GLOBAL,C,60.0,0.3153,0.1787,0.36,0.4072,0.2694,12.5,34.6,52.9,-0.6984,-12.2303,-0.665,-0.8017,0.4762,0.8521
CNN-LSTM,por_ticker,AAPL,C,60.0,0.304,0.1053,0.2787,0.5279,0.192,6.4,58.0,35.6,-0.1269,-0.3546,-0.6345,-0.3294,0.3544,0.8075
CNN-LSTM,por_ticker,NVDA,C,60.0,0.33,0.0,0.4151,0.5749,0.2075,0.0,37.2,62.8,-0.2364,-0.9393,-0.9303,-0.4078,0.4831,0.8111
CNN-LSTM,por_ticker,TSLA,C,60.0,0.3375,0.3252,0.2931,0.3942,0.3092,38.3,23.9,37.8,-0.1739,-0.8667,-0.4629,-0.4385,0.4755,0.9117
CNN-LSTM,por_ticker,AMZN,C,60.0,0.3555,0.4353,0.2532,0.378,0.3442,62.2,25.0,12.8,0.4977,0.2876,1.7846,-0.1464,0.5319,1.4567
CNN-LSTM,por_ticker,MSFT,C,60.0,0.3309,0.1667,0.2667,0.5592,0.2167,3.2,68.1,28.7,0.0475,-0.2348,0.3283,-0.2109,0.4833,1.1251
CNN-LSTM,por_ticker,GOOGL,C,60.0,0.3252,0.0,0.3373,0.6383,0.1687,0.0,81.4,18.6,-0.0682,-1.0718,-0.4848,-0.1416,0.4857,0.8269
CNN-LSTM,por_ticker,META,C,60.0,0.3067,0.3288,0.3652,0.2261,0.347,51.1,19.1,29.8,0.1065,-0.0325,0.3597,-0.2294,0.4803,1.0841
CNN-LSTM,global,GLOBAL,C,60.0,0.371,0.3229,0.2655,0.5247,0.2942,25.8,49.6,24.6,1.9498,-9.5821,0.624,-0.4634,0.5083,1.1817
