modelo,tipo,ticker,experimento,C,val_f1_macro,val_f1_buy,val_f1_sell,test_f1_macro,test_f1_buy,test_f1_sell,test_f1_buy_sell_avg,signal_pct_buy,signal_pct_hold,signal_pct_sell,cumul_return_test,return_vs_bh_test,sharpe_test,max_drawdown_test,win_rate_test,profit_factor_test,config_id,fuente,lookback,n_features,l1_ratio,n_seeds,test_f1_hold,test_accuracy,test_signal_buy,test_signal_hold,test_signal_sell
CNN-LSTM,por_ticker,AMZN,B,,0.4658,0.4603,0.3333,0.4094,0.3803,0.381,0.3806,,,,0.0795,0.1001,0.2698,-0.2008,0.5232,1.0601,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.4671,0.4123,34.2,33.8,32.0
CNN-LSTM,por_ticker,MSFT,B,,0.3467,0.3423,0.1474,0.3224,0.3217,0.1319,0.2268,,,,-0.0957,-0.2908,-0.566,-0.1667,0.5143,0.8524,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.5135,0.3772,35.5,53.9,10.5
CNN-LSTM,por_ticker,GOOGL,B,,0.294,0.3827,0.0674,0.3263,0.3741,0.0,0.1871,,,,-0.0639,-0.6297,-0.3311,-0.2215,0.4865,0.9092,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.6048,0.443,30.7,67.5,1.8
CNN-LSTM,por_ticker,META,B,,0.2839,0.0,0.3587,0.2689,0.0,0.4454,0.2227,,,,0.0106,0.0527,0.0318,-0.3683,0.4847,1.0073,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.3613,0.3553,0.0,28.5,71.5
CNN-LSTM,global,GLOBAL,B,,0.3048,,,0.3374,0.0589,0.3811,0.22,,,,-0.229,-3.2512,-0.1252,-0.5446,0.49,0.9643,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.5721,0.4311,2.1,59.3,38.6
CNN-LSTM,por_ticker,AAPL,B,,0.3202,0.2149,0.3294,0.3342,0.2549,0.408,0.3314,,,,0.1919,-0.0111,0.6371,-0.1917,0.5057,1.1598,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.3399,0.3509,18.9,22.8,58.3
CNN-LSTM,por_ticker,NVDA,B,,0.2625,0.0,0.4519,0.3195,0.0,0.3793,0.1897,,,,-0.1851,-0.7931,-0.566,-0.3852,0.4754,0.8746,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.5792,0.4254,0.0,46.5,53.5
CNN-LSTM,por_ticker,TSLA,B,,0.2843,0.487,0.366,0.2384,0.3776,0.3375,0.3575,,,,-0.0122,-0.1966,-0.0213,-0.6047,0.4868,0.9964,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.0,0.2807,57.9,0.0,42.1
CNN-LSTM,por_ticker,AMZN,B,,0.3929,0.3636,0.403,0.331,0.4082,0.2261,0.3171,,,,0.0529,0.0735,0.1787,-0.2946,0.4971,1.0372,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.3586,0.3465,57.9,24.1,18.0
CNN-LSTM,por_ticker,MSFT,B,,0.2008,0.1463,0.4561,0.231,0.1127,0.4693,0.291,,,,-0.0599,-0.255,-0.2965,-0.3281,0.4749,0.9445,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.1111,0.3289,3.9,3.9,92.1
CNN-LSTM,por_ticker,GOOGL,B,,0.3412,0.455,0.2393,0.3508,0.4311,0.1754,0.3033,,,,-0.1791,-0.7448,-0.8065,-0.2602,0.4626,0.842,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.4457,0.3728,43.0,35.5,21.5
CNN-LSTM,por_ticker,META,B,,0.3309,0.3438,0.3814,0.2666,0.2963,0.4093,0.3528,,,,-0.0311,0.011,-0.0921,-0.1845,0.4764,0.9819,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.0943,0.3026,31.6,7.0,61.4
CNN-LSTM,global,GLOBAL,B,,0.2967,,,0.2755,0.0956,0.4439,0.2698,,,,-0.5286,-3.5507,-0.3046,-0.7222,0.4824,0.9396,CNN-05-focal,optimizado,20.0,66.0,,3.0,0.2869,0.3402,5.1,16.2,78.7
CNN-LSTM,por_ticker,AAPL,B,,0.3072,0.3765,0.0851,0.332,0.2787,0.3313,0.305,,,,-0.2344,-0.4374,-0.9824,-0.3767,0.481,0.7853,CNN-01-base,optimizado,20.0,66.0,,3.0,0.386,0.3377,27.6,30.7,41.7
CNN-LSTM,por_ticker,NVDA,B,,0.2371,0.0,0.4237,0.2637,0.0606,0.3562,0.2084,,,,-0.0222,-0.6302,-0.0588,-0.4025,0.4651,0.988,CNN-01-base,optimizado,20.0,66.0,,3.0,0.3743,0.3202,2.2,24.6,73.2
CNN-LSTM,por_ticker,TSLA,B,,0.3429,0.4585,0.1835,0.3783,0.3846,0.2969,0.3407,,,,-0.017,-0.2014,-0.0326,-0.3614,0.5,0.9932,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4535,0.386,40.4,31.6,28.1
CNN-LSTM,por_ticker,AMZN,B,,0.3682,0.1758,0.3562,0.4093,0.2326,0.4,0.3163,,,,-0.0668,-0.0462,-0.2548,-0.3842,0.5049,0.9372,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5953,0.4605,9.6,54.8,35.5
CNN-LSTM,por_ticker,MSFT,B,,0.3202,0.2391,0.3487,0.3839,0.1978,0.4565,0.3272,,,,0.0777,-0.1174,0.3974,-0.1991,0.4863,1.0985,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4972,0.4211,12.7,36.0,51.3
CNN-LSTM,por_ticker,GOOGL,B,,0.2368,0.0,0.4684,0.3041,0.0,0.4314,0.2157,,,,-0.1408,-0.7066,-0.6023,-0.3823,0.4676,0.8744,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4809,0.386,0.0,39.0,61.0
CNN-LSTM,por_ticker,META,B,,0.2839,0.0,0.3291,0.278,0.0,0.3692,0.1846,,,,-0.1211,-0.0789,-0.4339,-0.3458,0.4417,0.893,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4646,0.3596,0.0,47.4,52.6
CNN-LSTM,global,GLOBAL,B,,0.3392,,,0.378,0.2533,0.3805,0.3169,,,,0.2265,-2.7956,0.0905,-0.457,0.5043,1.0226,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5004,0.4041,15.4,42.0,42.7
CNN-LSTM,por_ticker,AAPL,B,,0.28,0.2857,0.0,0.3641,0.3393,0.1852,0.2622,,,,0.066,-0.1371,0.247,-0.2299,0.5054,1.0788,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.5678,0.4211,23.2,59.2,17.5
CNN-LSTM,por_ticker,NVDA,B,,0.1774,0.0,0.4453,0.1479,0.0,0.3643,0.1822,,,,-0.3484,-0.9564,-1.0669,-0.5228,0.4562,0.8241,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.0794,0.2368,0.0,4.8,95.2
CNN-LSTM,por_ticker,TSLA,B,,0.2983,0.3824,0.3145,0.4018,0.3497,0.4375,0.3936,,,,1.4029,1.2185,1.6319,-0.23,0.52,1.3754,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.4183,0.4035,34.6,23.2,42.1
CNN-LSTM,por_ticker,AMZN,B,,0.3949,0.3731,0.2472,0.3509,0.3648,0.198,0.2814,,,,0.0579,0.0785,0.222,-0.2617,0.4918,1.055,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.4898,0.3816,41.7,46.5,11.8
CNN-LSTM,por_ticker,MSFT,B,,0.2738,0.1684,0.1176,0.3138,0.3438,0.0,0.1719,,,,0.1342,-0.0608,0.7543,-0.148,0.5606,1.2998,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.5977,0.4386,28.9,71.1,0.0
CNN-LSTM,por_ticker,GOOGL,B,,0.2828,0.3088,0.0706,0.3131,0.3279,0.069,0.1984,,,,-0.0797,-0.6455,-0.4339,-0.1668,0.4933,0.8769,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.5425,0.3947,23.2,67.1,9.6
CNN-LSTM,por_ticker,META,B,,0.2521,0.0,0.2276,0.2835,0.0,0.3913,0.1957,,,,-0.0161,0.0261,-0.0596,-0.2883,0.5138,0.984,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.4593,0.3684,0.0,52.2,47.8
CNN-LSTM,global,GLOBAL,B,,0.271,,,0.3286,0.0,0.3904,0.1952,,,,-0.4775,-3.4996,-0.3207,-0.6188,0.4789,0.9097,CNN-06-deeper,optimizado,20.0,66.0,,3.0,0.5956,0.4436,0.0,61.4,38.6
CNN-LSTM,por_ticker,AAPL,A,,0.4034,0.3014,0.3656,0.3369,0.1667,0.3022,0.2344,,,,0.2663,-0.2286,0.647,-0.1334,0.4888,1.2231,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5418,0.4021,9.0,62.9,28.1
CNN-LSTM,por_ticker,NVDA,A,,0.3007,0.2895,0.0,0.2783,0.0395,0.2338,0.1366,,,,-0.2547,-2.3045,-0.5654,-0.4066,0.44,0.8085,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5615,0.4,1.9,79.2,19.0
CNN-LSTM,por_ticker,TSLA,A,,0.3235,0.4233,0.0745,0.3522,0.3537,0.1838,0.2687,,,,0.0439,-1.3824,0.0477,-0.2816,0.509,1.012,CNN-01-base,optimizado,20.0,66.0,,3.0,0.519,0.3979,36.9,53.8,9.4
CNN-LSTM,por_ticker,AMZN,A,,0.3104,0.3693,0.3898,0.333,0.1889,0.4201,0.3045,,,,-0.0639,-0.5622,-0.1206,-0.2471,0.4971,0.9754,CNN-01-base,optimizado,20.0,66.0,,3.0,0.3901,0.3667,7.7,27.1,65.2
CNN-LSTM,por_ticker,MSFT,A,,0.2244,0.0613,0.4396,0.2464,0.0,0.4629,0.2315,,,,-0.1343,-0.3787,-0.3546,-0.286,0.4691,0.9325,CNN-01-base,optimizado,20.0,66.0,,3.0,0.2764,0.3458,0.0,15.6,84.4
CNN-LSTM,por_ticker,GOOGL,A,,0.3397,0.4211,0.2712,0.3395,0.2892,0.2908,0.29,,,,-0.4452,-1.7023,-1.2262,-0.4603,0.4403,0.7622,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4385,0.3479,20.8,39.0,40.2
CNN-LSTM,por_ticker,META,A,,0.2536,0.3525,0.3445,0.2107,0.0286,0.469,0.2488,,,,-0.3904,-1.1093,-0.7068,-0.4903,0.4735,0.87,CNN-01-base,optimizado,20.0,66.0,,3.0,0.1345,0.3271,1.5,5.8,92.7
CNN-LSTM,global,GLOBAL,A,,0.3172,,,0.3092,0.3167,0.0454,0.1811,,,,-0.0865,-79.1027,-0.0259,-0.5184,0.5302,0.9903,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5655,0.4158,22.5,74.9,2.7
CNN-LSTM,por_ticker,AAPL,C,,0.2978,0.32,0.0,0.3714,0.3276,0.2222,0.2749,,,,0.1314,-0.0717,0.5001,-0.2299,0.5455,1.1781,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5643,0.4298,25.0,61.4,13.6
CNN-LSTM,por_ticker,NVDA,C,,0.2781,0.3582,0.0244,0.3701,0.24,0.268,0.254,,,,0.237,-0.371,0.6298,-0.1875,0.4881,1.1982,CNN-01-base,optimizado,20.0,66.0,,3.0,0.6023,0.4518,17.1,63.2,19.7
CNN-LSTM,por_ticker,TSLA,C,,0.3405,0.4183,0.0988,0.3944,0.3952,0.28,0.3376,,,,0.2468,0.0624,0.4324,-0.3158,0.5252,1.1003,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5079,0.4167,45.2,39.0,15.8
CNN-LSTM,por_ticker,AMZN,C,,0.3388,0.3148,0.1143,0.3527,0.3226,0.1942,0.2584,,,,0.0298,0.0504,0.123,-0.2194,0.4831,1.0352,CNN-01-base,optimizado,20.0,66.0,,3.0,0.5415,0.4035,26.3,61.0,12.7
CNN-LSTM,por_ticker,MSFT,C,,0.3757,0.3521,0.3356,0.339,0.3605,0.2,0.2802,,,,0.0481,-0.1469,0.2498,-0.148,0.5385,1.062,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4565,0.364,48.2,37.3,14.5
CNN-LSTM,por_ticker,GOOGL,C,,0.2496,0.2178,0.0,0.3446,0.3448,0.0822,0.2135,,,,0.129,-0.4368,0.7057,-0.1516,0.5455,1.262,CNN-01-base,optimizado,20.0,66.0,,3.0,0.6067,0.4561,20.6,75.9,3.5
CNN-LSTM,por_ticker,META,C,,0.2799,0.0,0.3293,0.267,0.0,0.3598,0.1799,,,,-0.08,-0.0378,-0.2867,-0.2955,0.4386,0.924,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4412,0.3465,0.0,50.0,50.0
CNN-LSTM,global,GLOBAL,C,,0.3284,,,0.346,0.1197,0.4255,0.2726,,,,0.9427,-2.0794,0.2918,-0.442,0.4968,1.0723,CNN-01-base,optimizado,20.0,66.0,,3.0,0.4929,0.4041,4.8,40.7,54.5
